filename,candidates,cand_raw,cand_roi,roi_margin_px,kernel_eff,median_ksize_eff,cand_passes_used,cand_raw_pass0,cand_raw_merged,eps_eff,match_tol_eff,min_area_eff,max_area_eff,inliers,ransac_err_px,app_sum,scale_factor,present,predicted,correct,match_accuracy,precision,loc_err_mean,loc_err_median,idf_present,idf_predicted,idf_correct,idf_match_accuracy,idf_loc_err_mean,idf_loc_err_median
P10_1100_pos.jpg,1,1,1,0,7,3,3,1,1,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_1200_pos.jpg,1,1,1,0,7,3,3,0,1,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_1500_pos.jpg,1,1,1,0,7,3,3,0,1,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_1650_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_1800_pos.jpg,8,8,8,0,11,3,1,8,8,6.0,10.0,8,250,5,1.8814833320245519,4.828229849783683,1.0,5,5,5,1.0,1.0,1.3619820266167815,1.5811388300841898,5,5,5,1.0,1.3619820266167815,1.5811388300841898
P10_1850_pos.jpg,1,1,1,0,7,3,3,0,1,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2100_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2200_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2350_pos.jpg,8,8,8,0,11,3,3,6,8,6.0,10.0,8,250,5,1.9939585278861363,6.88884681280482,1.0,5,5,5,1.0,1.0,1.5842592476047848,1.2886015005270186,5,5,5,1.0,1.5842592476047848,1.2886015005270186
P10_2500_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_250_pos.jpg,10,10,10,0,11,3,1,10,10,6.0,10.0,8,250,5,1.7305755827069285,6.123381120270349,1.0,5,5,5,1.0,1.0,1.247079322210615,1.1686107005881374,5,5,5,1.0,1.247079322210615,1.1686107005881374
P10_2650_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_2700_pos.jpg,8,8,8,0,11,3,1,8,8,6.0,10.0,8,250,5,1.8932223513836477,5.825434064098803,1.0,5,5,5,1.0,1.0,1.7419158617579478,1.6823940760088276,5,5,5,1.0,1.7419158617579478,1.6823940760088276
P10_2750_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_3000_pos.jpg,6,6,6,0,11,3,3,4,6,6.0,10.0,8,250,4,1.9594329241481026,4.941532047379903,1.0,3,4,0,0.0,0.0,51.900416390878924,55.47071299343465,3,4,2,0.6666666666666666,7.280462319193711,2.1368471406442113
P10_300_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,4,0,0,0.0,nan,,,4,0,0,0.0,,
P10_3100_pos.jpg,8,8,8,0,11,3,2,7,8,6.0,10.0,8,250,3,0.9736065200610123,1.8358713135196263,1.0,3,3,0,0.0,0.0,73.2870531299633,73.2870531299633,3,3,0,0.0,58.03312386559535,63.66955708971125
P10_3200_pos.jpg,3,3,3,0,7,3,3,2,3,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3250_pos.jpg,3,3,3,0,7,3,3,2,3,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3350_pos.jpg,0,0,0,0,7,3,3,0,0,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3400_pos.jpg,6,6,6,0,11,3,3,5,6,6.0,10.0,8,250,3,0.2910311874494736,2.8131209097004986,1.0,3,3,0,0.0,0.0,41.518951325791946,41.518951325791946,3,3,3,1.0,2.0118189179816928,1.5062831370260041
P10_350_pos.jpg,2,2,2,0,7,3,3,0,2,3.0,5.0,2,62,0,,,0.5,5,0,0,0.0,nan,,,5,0,0,0.0,,
P10_3650_pos.jpg,3,3,3,0,7,3,3,1,3,3.0,5.0,2,62,0,,,0.5,3,0,0,0.0,nan,,,3,0,0,0.0,,
P10_3900_pos.jpg,2,2,2,0,7,3,3,1,2,3.0,5.0,2,62,0,,,0.5,4,0,0,0.0,nan,,,4,0,0,0.0,,
